177.3289565,7.202408111,8.42010837,6.026697517
208.037434,7.833243355,9.008953949,6.44758444
242.2421499,8.312116811,9.613796397,6.884468232
280.2644204,8.875468968,10.26112788,7.279861733
322.4214671,9.404829895,10.87446814,7.767232996
369.0351615,10.08615261,11.51380119,8.196617727
420.4228475,10.51553734,12.15313424,8.75197145
476.907049,11.03839795,12.9699225,9.232842398
538.8005495,11.60224948,13.5757637,9.754704264
606.4267892,12.15810258,14.25758578,10.22657803
680.1048139,12.82342843,15.00689096,10.72394522
760.1553498,13.41377213,15.68121399,11.27229926
846.8933363,13.92813493,16.44751478,11.70268273
940.6415949,14.64444762,17.16382747,12.29302643
1041.71859,15.2937766,18.02310476,12.90036575
1150.441292,15.96809963,18.78140712,13.44871978
1267.133087,16.60093236,19.49821918,13.99757319
1392.113085,17.22576666,20.29101214,14.66439716
1525.697316,17.96807215,21.15928662,15.15476466
1668.206375,18.59290645,21.91008992,15.77959896
1819.960414,19.3187157,22.67788882,16.29545988
1981.282459,20.09551179,23.62264357,16.90429732
2152.480433,20.81282323,24.42393434,17.53762943
2333.885329,21.53913184,25.19223262,18.13796905
