0.22129538,8.067247014
0.23518241,9.345181721
0.274265925,12.95350836
0.287780407,14.20523671
0.326674037,17.81915306
0.341259968,19.17886377
0.383249718,23.10662647
0.396952446,24.3927135
0.432015266,27.6932588
0.446013378,29.01482171
0.482028209,32.42518167
0.515952225,35.6509875
0.544576188,38.38295123
0.573558838,41.15860109
0.599826411,43.68244568
0.625563016,46.16285075
0.65232396,48.74993131
0.678069359,51.24648799
0.704447144,53.81215136
0.729620094,56.26797143
0.755772178,58.82691251
0.781956603,61.39677622
0.809028068,64.06185992
0.832352165,66.36468377
0.860446268,69.14663533
0.885509043,71.63595896
0.913077873,74.38240719
0.93768568,76.84114249
0.964190725,79.49711336
0.9903929,82.13055295
1.02075063,85.19136555
1.043319496,87.47362946
1.068702397,90.0473516
1.094932081,92.7145981
1.121125184,95.38589809
1.142435499,97.56495844
1.170234655,100.4152561
1.198603111,103.3329454
1.224133567,105.9665372
1.249074048,108.5463963
1.275897148,111.3288548
1.301540002,113.9964986
1.328275826,116.7857726
1.352065705,119.274509
1.380085797,122.2140001
1.406613715,125.0051445
1.431499343,127.6307379
1.456867537,130.3144621
1.482656358,133.0501535
1.506405107,135.5760932
1.532742739,138.3848568
