Day,Weight (kg)
178,8.713758017
179,8.732981133
180,8.75220425
181,8.771427367
182,8.790650483
183,8.8098736
184,8.829096717
185,8.848319833
186,8.86754295
187,8.886766067
188,8.905989183
189,8.9252123
190,8.944435417
191,8.963658533
192,8.98288165
193,9.002104767
194,9.021327883
195,9.040551
196,9.058047433
197,9.075543867
198,9.0930403
199,9.110536733
200,9.128033167
201,9.1455296
202,9.163026033
203,9.180522467
204,9.1980189
205,9.215515333
206,9.233011767
207,9.2505082
208,9.268004633
209,9.285501067
210,9.3029975
211,9.320493933
212,9.337990367
213,9.3554868
214,9.372983233
215,9.390479667
216,9.4079761
217,9.425472533
218,9.442968967
219,9.4604654
220,9.477961833
221,9.495458267
222,9.5129547
223,9.530451133
224,9.547947567
225,9.565444
226,9.5813893
227,9.5973346
228,9.6132799
229,9.6292252
230,9.6451705
231,9.6611158
232,9.6770611
233,9.6930064
234,9.7089517
235,9.724897
236,9.7408423
237,9.7567876
238,9.7727329
239,9.7886782
240,9.8046235
241,9.8205688
242,9.8365141
243,9.8524594
244,9.8684047
245,9.88435
246,9.9002953
247,9.9162406
248,9.9321859
249,9.9481312
250,9.9640765
251,9.9800218
252,9.9959671
253,10.0119124
254,10.0278577
255,10.043803
256,10.0583589
257,10.0729148
258,10.0874707
259,10.1020266
260,10.1165825
261,10.1311384
262,10.1456943
263,10.1602502
264,10.1748061
265,10.189362
266,10.2039179
267,10.2184738
268,10.2330297
269,10.2475856
270,10.2621415
271,10.2766974
272,10.2912533
273,10.3058092
274,10.3203651
275,10.334921
276,10.3494769
277,10.3640328
278,10.3785887
279,10.3931446
280,10.4077005
281,10.4222564
282,10.4368123
283,10.4513682
284,10.4659241
285,10.48048
286,10.49379567
287,10.50711133
288,10.520427
289,10.53374267
290,10.54705833
291,10.560374
292,10.57368967
293,10.58700533
294,10.600321
295,10.61363667
296,10.62695233
297,10.640268
298,10.65358367
299,10.66689933
300,10.680215
301,10.69353067
302,10.70684633
303,10.720162
304,10.73347767
305,10.74679333
306,10.760109
307,10.77342467
308,10.78674033
309,10.800056
310,10.81337167
311,10.82668733
312,10.840003
313,10.85331867
314,10.86663433
315,10.87995
316,10.89216267
317,10.90437533
318,10.916588
319,10.92880067
320,10.94101333
321,10.953226
322,10.96543867
323,10.97765133
324,10.989864
325,11.00207667
326,11.01428933
327,11.026502
328,11.03871467
329,11.05092733
330,11.06314
331,11.07535267
332,11.08756533
333,11.099778
334,11.11199067
335,11.12420333
336,11.136416
337,11.14862867
338,11.16084133
339,11.173054
340,11.18526667
341,11.19747933
342,11.209692
343,11.22190467
344,11.23411733
345,11.24633
346,11.25756633
347,11.26880267
348,11.280039
349,11.29127533
350,11.30251167
351,11.313748
352,11.32498433
353,11.33622067
354,11.347457
355,11.35869333
356,11.36992967
357,11.381166
358,11.39240233
359,11.40363867
360,11.414875
361,11.42611133
362,11.43734767
363,11.448584
364,11.45982033
365,11.47105667
366,11.482293
367,11.49352933
368,11.50476567
369,11.516002
370,11.52723833
371,11.53847467
372,11.549711
373,11.56094733
374,11.57218367
375,11.58342
376,11.5937955
377,11.604171
378,11.6145465
379,11.624922
380,11.6352975
381,11.645673
382,11.6560485
383,11.666424
384,11.6767995
385,11.687175
386,11.6975505
387,11.707926
388,11.7183015
389,11.728677
390,11.7390525
391,11.749428
392,11.7598035
393,11.770179
394,11.7805545
395,11.79093
396,11.8013055
397,11.811681
398,11.8220565
399,11.832432
400,11.8428075
401,11.853183
402,11.8635585
403,11.873934
404,11.8843095
405,11.894685
406,11.9043065
407,11.913928
408,11.9235495
409,11.933171
410,11.9427925
411,11.952414
412,11.9620355
413,11.971657
414,11.9812785
415,11.9909
416,12.0005215
417,12.010143
418,12.0197645
419,12.029386
420,12.0390075
421,12.048629
422,12.0582505
423,12.067872
424,12.0774935
425,12.087115
426,12.0967365
427,12.106358
428,12.1159795
429,12.125601
430,12.1352225
431,12.144844
432,12.1544655
433,12.164087
434,12.1737085
435,12.18333
436,12.1922945
437,12.201259
438,12.2102235
439,12.219188
440,12.2281525
441,12.237117
442,12.2460815
443,12.255046
444,12.2640105
445,12.272975
446,12.2819395
447,12.290904
448,12.2998685
449,12.308833
450,12.3177975
451,12.326762
452,12.3357265
453,12.344691
454,12.3536555
455,12.36262
456,12.3715845
457,12.380549
458,12.3895135
459,12.398478
460,12.4074425
461,12.416407
462,12.4253715
463,12.434336
464,12.4433005
465,12.452265
466,12.46066133
467,12.46905767
468,12.477454
469,12.48585033
470,12.49424667
471,12.502643
472,12.51103933
473,12.51943567
474,12.527832
475,12.53622833
476,12.54462467
477,12.553021
478,12.56141733
479,12.56981367
480,12.57821
481,12.58660633
482,12.59500267
483,12.603399
484,12.61179533
485,12.62019167
486,12.628588
487,12.63698433
488,12.64538067
489,12.653777
490,12.66217333
491,12.67056967
492,12.678966
493,12.68736233
494,12.69575867
495,12.704155
496,12.712064
497,12.719973
498,12.727882
499,12.735791
500,12.7437
501,12.751609
502,12.759518
503,12.767427
504,12.775336
505,12.783245
506,12.791154
507,12.799063
508,12.806972
509,12.814881
510,12.82279
511,12.830699
512,12.838608
513,12.846517
514,12.854426
515,12.862335
516,12.870244
517,12.878153
518,12.886062
519,12.893971
520,12.90188
521,12.909789
522,12.917698
523,12.925607
524,12.933516
525,12.941425
526,12.94891983
527,12.95641467
528,12.9639095
529,12.97140433
530,12.97889917
531,12.986394
532,12.99388883
533,13.00138367
534,13.0088785
535,13.01637333
536,13.02386817
537,13.031363
538,13.03885783
539,13.04635267
540,13.0538475
541,13.06134233
542,13.06883717
543,13.076332
544,13.08382683
545,13.09132167
546,13.0988165
547,13.10631133
548,13.11380617
549,13.121301
550,13.12879583
551,13.13629067
552,13.1437855
553,13.15128033
554,13.15877517
555,13.16627
556,13.17341717
557,13.18056433
558,13.1877115
559,13.19485867
560,13.20200583
561,13.209153
562,13.21630017
563,13.22344733
564,13.2305945
565,13.23774167
566,13.24488883
567,13.252036
568,13.25918317
569,13.26633033
570,13.2734775
571,13.28062467
572,13.28777183
573,13.294919
574,13.30206617
575,13.30921333
576,13.3163605
577,13.32350767
578,13.33065483
579,13.337802
580,13.34494917
581,13.35209633
582,13.3592435
583,13.36639067
584,13.37353783
585,13.380685
586,13.38754417
587,13.39440333
588,13.4012625
589,13.40812167
590,13.41498083
591,13.42184
592,13.42869917
593,13.43555833
594,13.4424175
595,13.44927667
596,13.45613583
597,13.462995
598,13.46985417
599,13.47671333
600,13.4835725
601,13.49043167
602,13.49729083
603,13.50415
604,13.51100917
605,13.51786833
606,13.5247275
607,13.53158667
608,13.53844583
609,13.545305
610,13.55216417
611,13.55902333
612,13.5658825
613,13.57274167
614,13.57960083
615,13.58646
616,13.5930855
617,13.599711
618,13.6063365
619,13.612962
620,13.6195875
621,13.626213
622,13.6328385
623,13.639464
624,13.6460895
625,13.652715
626,13.6593405
627,13.665966
628,13.6725915
629,13.679217
630,13.6858425
631,13.692468
632,13.6990935
633,13.705719
634,13.7123445
635,13.71897
636,13.7255955
637,13.732221
638,13.7388465
639,13.745472
640,13.7520975
641,13.758723
642,13.7653485
643,13.771974
644,13.7785995
645,13.785225
646,13.79166467
647,13.79810433
648,13.804544
649,13.81098367
650,13.81742333
651,13.823863
652,13.83030267
653,13.83674233
654,13.843182
655,13.84962167
656,13.85606133
657,13.862501
658,13.86894067
659,13.87538033
660,13.88182
661,13.88825967
662,13.89469933
663,13.901139
664,13.90757867
665,13.91401833
666,13.920458
667,13.92689767
668,13.93333733
669,13.939777
670,13.94621667
671,13.95265633
672,13.959096
673,13.96553567
674,13.97197533
675,13.978415
676,13.98471183
677,13.99100867
678,13.9973055
679,14.00360233
680,14.00989917
681,14.016196
682,14.02249283
683,14.02878967
684,14.0350865
685,14.04138333
686,14.04768017
687,14.053977
688,14.06027383
689,14.06657067
690,14.0728675
691,14.07916433
692,14.08546117
693,14.091758
694,14.09805483
695,14.10435167
696,14.1106485
697,14.11694533
698,14.12324217
699,14.129539
700,14.13583583
701,14.14213267
702,14.1484295
703,14.15472633
704,14.16102317
705,14.16732
706,14.17351233
707,14.17970467
708,14.185897
709,14.19208933
710,14.19828167
711,14.204474
712,14.21066633
713,14.21685867
714,14.223051
715,14.22924333
716,14.23543567
717,14.241628
718,14.24782033
719,14.25401267
720,14.260205
721,14.26639733
722,14.27258967
723,14.278782
724,14.28497433
725,14.29116667
726,14.297359
727,14.30355133
728,14.30974367
729,14.315936
730,14.32212833
731,14.32832067
732,14.334513
733,14.34070533
734,14.34689767
735,14.35309
736,14.35921183
737,14.36533367
738,14.3714555
739,14.37757733
740,14.38369917
741,14.389821
742,14.39594283
743,14.40206467
744,14.4081865
745,14.41430833
746,14.42043017
747,14.426552
748,14.43267383
749,14.43879567
750,14.4449175
751,14.45103933
752,14.45716117
753,14.463283
754,14.46940483
755,14.47552667
756,14.4816485
757,14.48777033
758,14.49389217
759,14.500014
760,14.50613583
761,14.51225767
762,14.5183795
763,14.52450133
764,14.53062317
765,14.536745
766,14.5428255
767,14.548906
768,14.5549865
769,14.561067
770,14.5671475
771,14.573228
772,14.5793085
773,14.585389
774,14.5914695
775,14.59755
776,14.6036305
777,14.609711
778,14.6157915
779,14.621872
780,14.6279525
781,14.634033
782,14.6401135
783,14.646194
784,14.6522745
785,14.658355
786,14.6644355
787,14.670516
788,14.6765965
789,14.682677
790,14.6887575
791,14.694838
792,14.7009185
793,14.706999
794,14.7130795
795,14.71916
796,14.72522533
797,14.73129067
798,14.737356
799,14.74342133
800,14.74948667
801,14.755552
802,14.76161733
803,14.76768267
804,14.773748
805,14.77981333
806,14.78587867
807,14.791944
808,14.79800933
809,14.80407467
810,14.81014
811,14.81620533
812,14.82227067
813,14.828336
814,14.83440133
815,14.84046667
816,14.846532
817,14.85259733
818,14.85866267
819,14.864728
820,14.87079333
821,14.87685867
822,14.882924
823,14.88898933
824,14.89505467
825,14.90112
826,14.90719267
827,14.91326533
828,14.919338
829,14.92541067
830,14.93148333
831,14.937556
832,14.94362867
833,14.94970133
834,14.955774
835,14.96184667
836,14.96791933
837,14.973992
838,14.98006467
839,14.98613733
840,14.99221
841,14.99828267
842,15.00435533
843,15.010428
844,15.01650067
845,15.02257333
846,15.028646
847,15.03471867
848,15.04079133
849,15.046864
850,15.05293667
851,15.05900933
852,15.065082
853,15.07115467
854,15.07722733
855,15.0833
856,15.08939933
857,15.09549867
858,15.101598
859,15.10769733
860,15.11379667
861,15.119896
862,15.12599533
863,15.13209467
864,15.138194
865,15.14429333
866,15.15039267
867,15.156492
868,15.16259133
869,15.16869067
870,15.17479
871,15.18088933
872,15.18698867
873,15.193088
874,15.19918733
875,15.20528667
876,15.211386
877,15.21748533
878,15.22358467
879,15.229684
880,15.23578333
881,15.24188267
882,15.247982
883,15.25408133
884,15.26018067
885,15.26628
886,15.2724225
887,15.278565
888,15.2847075
889,15.29085
890,15.2969925
891,15.303135
892,15.3092775
893,15.31542
894,15.3215625
895,15.327705
896,15.3338475
897,15.33999
898,15.3461325
899,15.352275
900,15.3584175
901,15.36456
902,15.3707025
903,15.376845
904,15.3829875
905,15.38913
906,15.3952725
907,15.401415
908,15.4075575
909,15.4137
910,15.4198425
911,15.425985
912,15.4321275
913,15.43827
914,15.4444125
915,15.450555
916,15.45675433
917,15.46295367
918,15.469153
919,15.47535233
920,15.48155167
921,15.487751
922,15.49395033
923,15.50014967
924,15.506349
925,15.51254833
926,15.51874767
927,15.524947
928,15.53114633
929,15.53734567
930,15.543545
931,15.54974433
932,15.55594367
933,15.562143
934,15.56834233
935,15.57454167
936,15.580741
937,15.58694033
938,15.59313967
939,15.599339
940,15.60553833
941,15.61173767
942,15.617937
943,15.62413633
944,15.63033567
945,15.636535
946,15.642803
947,15.649071
948,15.655339
949,15.661607
950,15.667875
951,15.674143
952,15.680411
953,15.686679
954,15.692947
955,15.699215
956,15.705483
957,15.711751
958,15.718019
959,15.724287
960,15.730555
961,15.736823
962,15.743091
963,15.749359
964,15.755627
965,15.761895
966,15.768163
967,15.774431
968,15.780699
969,15.786967
970,15.793235
971,15.799503
972,15.805771
973,15.812039
974,15.818307
975,15.824575
976,15.83092067
977,15.83726633
978,15.843612
979,15.84995767
980,15.85630333
981,15.862649
982,15.86899467
983,15.87534033
984,15.881686
985,15.88803167
986,15.89437733
987,15.900723
988,15.90706867
989,15.91341433
990,15.91976
991,15.92610567
992,15.93245133
993,15.938797
994,15.94514267
995,15.95148833
996,15.957834
997,15.96417967
998,15.97052533
999,15.976871
1000,15.98321667
1001,15.98956233
1002,15.995908
1003,16.00225367
1004,16.00859933
1005,16.014945
1006,16.021376
1007,16.027807
1008,16.034238
1009,16.040669
1010,16.0471
1011,16.053531
1012,16.059962
1013,16.066393
1014,16.072824
1015,16.079255
1016,16.085686
1017,16.092117
1018,16.098548
1019,16.104979
1020,16.11141
1021,16.117841
1022,16.124272
1023,16.130703
1024,16.137134
1025,16.143565
1026,16.149996
1027,16.156427
1028,16.162858
1029,16.169289
1030,16.17572
1031,16.182151
1032,16.188582
1033,16.195013
1034,16.201444
1035,16.207875
1036,16.214397
1037,16.220919
1038,16.227441
1039,16.233963
1040,16.240485
1041,16.247007
1042,16.253529
1043,16.260051
1044,16.266573
1045,16.273095
1046,16.279617
1047,16.286139
1048,16.292661
1049,16.299183
1050,16.305705
1051,16.312227
1052,16.318749
1053,16.325271
1054,16.331793
1055,16.338315
1056,16.344837
1057,16.351359
1058,16.357881
1059,16.364403
1060,16.370925
1061,16.377447
1062,16.383969
1063,16.390491
1064,16.397013
1065,16.403535
1066,16.40683167
1067,16.41012833
1068,16.413425
1069,16.41672167
1070,16.42001833
1071,16.423315
1072,16.42661167
1073,16.42990833
1074,16.433205
1075,16.43650167
1076,16.43979833
1077,16.443095
1078,16.44639167
1079,16.44968833
1080,16.452985
1081,16.45628167
1082,16.45957833
1083,16.462875
1084,16.46617167
1085,16.46946833
1086,16.472765
1087,16.47606167
1088,16.47935833
1089,16.482655
1090,16.48595167
1091,16.48924833
1092,16.492545
1093,16.49584167
1094,16.49913833
1095,16.502435
